,State,Year,Gender,Gender Code,Deaths,Population,Crude Rate
1275,New Jersey,2016,Male,M,322,4367744,7.4
1276,New Jersey,2017,Female,F,70,4609070,1.5
1277,New Jersey,2017,Male,M,282,4396574,6.4
1278,New Jersey,2018,Female,F,59,4556326,1.3
1279,New Jersey,2018,Male,M,252,4352194,5.8
1280,New Jersey,2019,Female,F,54,4541603,1.2
1281,New Jersey,2019,Male,M,233,4340587,5.4
1282,New Jersey,2020,Female,F,69,4539322,1.5
1283,New Jersey,2020,Male,M,293,4343049,6.7
1284,New Mexico,1999,Female,F,30,918661,3.3
1285,New Mexico,1999,Male,M,137,889421,15.4
1286,New Mexico,2000,Female,F,35,924729,3.8
1287,New Mexico,2000,Male,M,125,894317,14.0
1288,New Mexico,2001,Female,F,35,930387,3.8
1289,New Mexico,2001,Male,M,95,901303,10.5
1290,New Mexico,2002,Female,F,36,941856,3.8
1291,New Mexico,2002,Male,M,125,913453,13.7
1292,New Mexico,2003,Female,F,37,952303,3.9
1293,New Mexico,2003,Male,M,127,925271,13.7
1294,New Mexico,2004,Female,F,52,964738,5.4
1295,New Mexico,2004,Male,M,121,939070,12.9
1296,New Mexico,2005,Female,F,38,978520,3.9
1297,New Mexico,2005,Male,M,114,953754,12.0
1298,New Mexico,2006,Female,F,26,993969,2.6
1299,New Mexico,2006,Male,M,109,968168,11.3
1300,New Mexico,2007,Female,F,39,1007922,3.9
1301,New Mexico,2007,Male,M,121,982148,12.3
1302,New Mexico,2008,Female,F,34,1018578,3.3
1303,New Mexico,2008,Male,M,117,992084,11.8
1304,New Mexico,2009,Female,F,43,1031238,4.2
1305,New Mexico,2009,Male,M,132,1005564,13.1
1306,New Mexico,2010,Female,F,28,1041758,2.7
1307,New Mexico,2010,Male,M,124,1017421,12.2
1308,New Mexico,2011,Female,F,29,1052114,2.8
1309,New Mexico,2011,Male,M,119,1030110,11.6
1310,New Mexico,2012,Female,F,25,1052831,2.4
1311,New Mexico,2012,Male,M,108,1032707,10.5
1312,New Mexico,2013,Female,F,30,1051678,2.9
1313,New Mexico,2013,Male,M,105,1033609,10.2
1314,New Mexico,2014,Female,F,29,1052690,2.8
1315,New Mexico,2014,Male,M,106,1032882,10.3
1316,New Mexico,2015,Female,F,33,1051688,3.1
1317,New Mexico,2015,Male,M,124,1033421,12.0
1318,New Mexico,2016,Female,F,45,1050352,4.3
1319,New Mexico,2016,Male,M,140,1030663,13.6
1320,New Mexico,2017,Female,F,46,1053926,4.4
1321,New Mexico,2017,Male,M,127,1034144,12.3
1322,New Mexico,2018,Female,F,50,1058143,4.7
1323,New Mexico,2018,Male,M,165,1037285,15.9
1324,New Mexico,2019,Female,F,53,1059397,5.0
1325,New Mexico,2019,Male,M,177,1037432,17.1
1326,New Mexico,2020,Female,F,38,1063860,3.6
1327,New Mexico,2020,Male,M,178,1042459,17.1
1328,New York,1999,Female,F,208,9777655,2.1
1329,New York,1999,Male,M,761,9105071,8.4
1330,New York,2000,Female,F,196,9829709,2.0
1331,New York,2000,Male,M,795,9146748,8.7
1332,New York,2001,Female,F,650,9878713,6.6
1333,New York,2001,Male,M,2168,9204125,23.6
1334,New York,2002,Female,F,195,9902927,2.0
1335,New York,2002,Male,M,734,9234873,7.9
1336,New York,2003,Female,F,185,9917810,1.9
1337,New York,2003,Male,M,778,9258129,8.4
1338,New York,2004,Female,F,171,9913527,1.7
1339,New York,2004,Male,M,689,9258040,7.4
1340,New York,2005,Female,F,185,9887467,1.9
1341,New York,2005,Male,M,716,9245143,7.7
1342,New York,2006,Female,F,187,9871401,1.9
1343,New York,2006,Male,M,775,9233230,8.4
1344,New York,2007,Female,F,160,9881510,1.6
1345,New York,2007,Male,M,680,9250825,7.4
1346,New York,2008,Female,F,154,9918841,1.6
1347,New York,2008,Male,M,728,9293595,7.8
1348,New York,2009,Female,F,183,9966620,1.8
1349,New York,2009,Male,M,657,9340446,7.0
1350,New York,2010,Female,F,170,10000955,1.7
1351,New York,2010,Male,M,728,9377147,7.8
1352,New York,2011,Female,F,176,10033393,1.8
1353,New York,2011,Male,M,654,9431804,6.9
1354,New York,2012,Female,F,121,10081044,1.2
1355,New York,2012,Male,M,609,9489217,6.4
1356,New York,2013,Female,F,156,10114934,1.5
1357,New York,2013,Male,M,530,9536193,5.6
1358,New York,2014,Female,F,126,10164966,1.2
1359,New York,2014,Male,M,536,9581261,5.6
1360,New York,2015,Female,F,118,10184278,1.2
1361,New York,2015,Male,M,553,9611513,5.8
1362,New York,2016,Female,F,155,10157924,1.5
1363,New York,2016,Male,M,541,9587365,5.6
1364,New York,2017,Female,F,122,10211937,1.2
1365,New York,2017,Male,M,455,9637462,4.7
1366,New York,2018,Female,F,128,10053779,1.3
1367,New York,2018,Male,M,483,9488430,5.1
1368,New York,2019,Female,F,137,10005715,1.4
1369,New York,2019,Male,M,464,9447846,4.9
1370,New York,2020,Female,F,136,9946279,1.4
1371,New York,2020,Male,M,739,9390497,7.9
1372,North Carolina,1999,Female,F,158,4062711,3.9
1373,North Carolina,1999,Male,M,493,3886651,12.7
1374,North Carolina,2000,Female,F,148,4106618,3.6
1375,North Carolina,2000,Male,M,509,3942695,12.9
1376,North Carolina,2001,Female,F,135,4187317,3.2
1377,North Carolina,2001,Male,M,464,4022805,11.5
1378,North Carolina,2002,Female,F,160,4250179,3.8
1379,North Carolina,2002,Male,M,484,4076022,11.9
1380,North Carolina,2003,Female,F,137,4313901,3.2
1381,North Carolina,2003,Male,M,461,4108600,11.2
1382,North Carolina,2004,Female,F,135,4376070,3.1
1383,North Carolina,2004,Male,M,478,4177082,11.4
1384,North Carolina,2005,Female,F,151,4457189,3.4
1385,North Carolina,2005,Male,M,510,4248218,12.0
1386,North Carolina,2006,Female,F,140,4563152,3.1
1387,North Carolina,2006,Male,M,482,4354118,11.1
1388,North Carolina,2007,Female,F,142,4677313,3.0
1389,North Carolina,2007,Male,M,532,4440724,12.0
1390,North Carolina,2008,Female,F,160,4771376,3.4
1391,North Carolina,2008,Male,M,508,4538073,11.2
1392,North Carolina,2009,Female,F,142,4846501,2.9
1393,North Carolina,2009,Male,M,423,4603065,9.2
1394,North Carolina,2010,Female,F,130,4889991,2.7
1395,North Carolina,2010,Male,M,409,4645492,8.8
1396,North Carolina,2011,Female,F,123,4952679,2.5
1397,North Carolina,2011,Male,M,409,4703722,8.7
1398,North Carolina,2012,Female,F,118,4999175,2.4
1399,North Carolina,2012,Male,M,449,4752898,9.4
1400,North Carolina,2013,Female,F,110,5047448,2.2
1401,North Carolina,2013,Male,M,453,4800612,9.4
1402,North Carolina,2014,Female,F,116,5099371,2.3
1403,North Carolina,2014,Male,M,435,4844593,9.0
1404,North Carolina,2015,Female,F,116,5150777,2.3
1405,North Carolina,2015,Male,M,477,4892025,9.8
1406,North Carolina,2016,Female,F,169,5213836,3.2
1407,North Carolina,2016,Male,M,566,4932952,11.5
1408,North Carolina,2017,Female,F,134,5271981,2.5
1409,North Carolina,2017,Male,M,545,5001438,10.9
1410,North Carolina,2018,Female,F,145,5332759,2.7
1411,North Carolina,2018,Male,M,502,5050861,9.9
1412,North Carolina,2019,Female,F,130,5387820,2.4
1413,North Carolina,2019,Male,M,577,5100264,11.3
1414,North Carolina,2020,Female,F,168,5448241,3.1
1415,North Carolina,2020,Male,M,716,5152582,13.9
1416,North Dakota,2010,Male,M,10,339864,Unreliable
1417,North Dakota,2011,Male,M,12,346270,Unreliable
1418,North Dakota,2014,Male,M,13,379019,Unreliable
1419,North Dakota,2015,Male,M,18,388853,Unreliable
1420,North Dakota,2016,Male,M,13,388974,Unreliable
1421,North Dakota,2017,Male,M,11,387299,Unreliable
1422,North Dakota,2018,Male,M,15,389350,Unreliable
1423,North Dakota,2019,Male,M,14,390032,Unreliable
1424,North Dakota,2020,Male,M,22,391815,5.6
1425,Ohio,1999,Female,F,138,5835020,2.4
1426,Ohio,1999,Male,M,312,5500437,5.7
1427,Ohio,2000,Female,F,150,5840878,2.6
1428,Ohio,2000,Male,M,315,5512262,5.7
1429,Ohio,2001,Female,F,148,5853691,2.5
1430,Ohio,2001,Male,M,376,5533713,6.8
1431,Ohio,2002,Female,F,152,5859385,2.6
1432,Ohio,2002,Male,M,397,5548504,7.2
1433,Ohio,2003,Female,F,127,5868535,2.2
1434,Ohio,2003,Male,M,393,5566253,7.1
1435,Ohio,2004,Female,F,143,5874411,2.4
1436,Ohio,2004,Male,M,420,5577840,7.5
1437,Ohio,2005,Female,F,153,5876703,2.6
1438,Ohio,2005,Male,M,477,5586617,8.5
1439,Ohio,2006,Female,F,158,5883067,2.7
1440,Ohio,2006,Male,M,508,5598146,9.1
1441,Ohio,2007,Female,F,145,5890965,2.5
1442,Ohio,2007,Male,M,494,5609503,8.8
1443,Ohio,2008,Female,F,132,5896594,2.2
1444,Ohio,2008,Male,M,466,5618797,8.3
1445,Ohio,2009,Female,F,124,5902018,2.1
1446,Ohio,2009,Male,M,417,5626878,7.4
1447,Ohio,2010,Female,F,121,5904348,2.0
1448,Ohio,2010,Male,M,448,5632156,8.0
1449,Ohio,2011,Female,F,124,5905599,2.1
1450,Ohio,2011,Male,M,494,5639352,8.8
1451,Ohio,2012,Female,F,149,5901605,2.5
1452,Ohio,2012,Male,M,483,5642620,8.6
1453,Ohio,2013,Female,F,144,5911149,2.4
1454,Ohio,2013,Male,M,504,5659659,8.9
1455,Ohio,2014,Female,F,106,5919391,1.8
1456,Ohio,2014,Male,M,472,5674772,8.3
1457,Ohio,2015,Female,F,145,5926893,2.4
1458,Ohio,2015,Male,M,524,5686530,9.2
1459,Ohio,2016,Female,F,167,5922679,2.8
1460,Ohio,2016,Male,M,554,5691694,9.7
1461,Ohio,2017,Female,F,180,5945509,3.0
1462,Ohio,2017,Male,M,648,5713100,11.3
1463,Ohio,2018,Female,F,168,5958724,2.8
1464,Ohio,2018,Male,M,592,5730718,10.3
1465,Ohio,2019,Female,F,149,5958538,2.5
1466,Ohio,2019,Male,M,575,5730562,10.0
1467,Ohio,2020,Female,F,198,5960556,3.3
1468,Ohio,2020,Male,M,806,5732661,14.1
1469,Oklahoma,1999,Female,F,59,1748784,3.4
1470,Oklahoma,1999,Male,M,172,1688364,10.2
1471,Oklahoma,2000,Female,F,56,1754759,3.2
1472,Oklahoma,2000,Male,M,144,1695895,8.5
1473,Oklahoma,2001,Female,F,61,1760052,3.5
1474,Oklahoma,2001,Male,M,149,1707048,8.7
1475,Oklahoma,2002,Female,F,53,1769080,3.0
1476,Oklahoma,2002,Male,M,143,1720000,8.3
1477,Oklahoma,2003,Female,F,49,1777723,2.8
1478,Oklahoma,2003,Male,M,175,1727169,10.1
1479,Oklahoma,2004,Female,F,62,1784671,3.5
1480,Oklahoma,2004,Male,M,159,1740562,9.1
1481,Oklahoma,2005,Female,F,53,1796475,3.0
1482,Oklahoma,2005,Male,M,161,1752122,9.2
1483,Oklahoma,2006,Female,F,55,1818693,3.0
1484,Oklahoma,2006,Male,M,171,1775397,9.6
1485,Oklahoma,2007,Female,F,67,1837175,3.6
1486,Oklahoma,2007,Male,M,184,1797174,10.2
1487,Oklahoma,2008,Female,F,51,1854771,2.7
1488,Oklahoma,2008,Male,M,179,1814205,9.9
1489,Oklahoma,2009,Female,F,56,1878034,3.0
1490,Oklahoma,2009,Male,M,192,1839538,10.4
1491,Oklahoma,2010,Female,F,40,1894374,2.1
1492,Oklahoma,2010,Male,M,174,1856977,9.4
1493,Oklahoma,2011,Female,F,66,1913759,3.4
1494,Oklahoma,2011,Male,M,195,1877749,10.4
1495,Oklahoma,2012,Female,F,64,1924995,3.3
1496,Oklahoma,2012,Male,M,206,1889825,10.9
1497,Oklahoma,2013,Female,F,66,1943276,3.4
1498,Oklahoma,2013,Male,M,192,1907292,10.1
1499,Oklahoma,2014,Female,F,67,1957903,3.4
1500,Oklahoma,2014,Male,M,183,1920148,9.5
1501,Oklahoma,2015,Female,F,67,1974214,3.4
1502,Oklahoma,2015,Male,M,257,1937124,13.3
1503,Oklahoma,2016,Female,F,67,1979658,3.4
1504,Oklahoma,2016,Male,M,255,1943903,13.1
1505,Oklahoma,2017,Female,F,57,1983302,2.9
1506,Oklahoma,2017,Male,M,261,1947562,13.4
1507,Oklahoma,2018,Female,F,60,1990033,3.0
1508,Oklahoma,2018,Male,M,205,1953046,10.5
1509,Oklahoma,2019,Female,F,71,1996313,3.6
1510,Oklahoma,2019,Male,M,262,1960658,13.4
1511,Oklahoma,2020,Female,F,75,2009602,3.7
1512,Oklahoma,2020,Male,M,267,1971181,13.5
1513,Oregon,1999,Female,F,35,1712226,2.0
1514,Oregon,1999,Male,M,72,1681715,4.3
1515,Oregon,2000,Female,F,19,1724849,Unreliable
1516,Oregon,2000,Male,M,72,1696550,4.2
1517,Oregon,2001,Female,F,34,1747889,1.9
1518,Oregon,2001,Male,M,66,1720048,3.8
1519,Oregon,2002,Female,F,40,1771126,2.3
1520,Oregon,2002,Male,M,66,1742298,3.8
1521,Oregon,2003,Female,F,28,1788805,1.6
1522,Oregon,2003,Male,M,65,1758571,3.7
1523,Oregon,2004,Female,F,24,1800377,1.3
1524,Oregon,2004,Male,M,88,1769086,5.0
1525,Oregon,2005,Female,F,35,1823447,1.9
1526,Oregon,2005,Male,M,67,1789755,3.7
1527,Oregon,2006,Female,F,34,1853117,1.8
1528,Oregon,2006,Male,M,79,1817766,4.3
1529,Oregon,2007,Female,F,20,1879347,1.1
1530,Oregon,2007,Male,M,61,1843070,3.3
1531,Oregon,2008,Female,F,20,1903535,1.1
1532,Oregon,2008,Male,M,83,1865213,4.4
1533,Oregon,2009,Female,F,36,1923209,1.9
1534,Oregon,2009,Male,M,67,1885391,3.6
1535,Oregon,2010,Female,F,49,1935072,2.5
1536,Oregon,2010,Male,M,66,1896002,3.5
1537,Oregon,2011,Female,F,29,1955239,1.5
1538,Oregon,2011,Male,M,80,1916620,4.2
1539,Oregon,2012,Female,F,38,1968641,1.9
1540,Oregon,2012,Male,M,72,1930712,3.7
1541,Oregon,2013,Female,F,30,1985655,1.5
1542,Oregon,2013,Male,M,60,1944410,3.1
1543,Oregon,2014,Female,F,34,2006139,1.7
1544,Oregon,2014,Male,M,65,1964100,3.3
1545,Oregon,2015,Female,F,36,2035807,1.8
1546,Oregon,2015,Male,M,102,1993170,5.1
1547,Oregon,2016,Female,F,38,2066455,1.8
1548,Oregon,2016,Male,M,91,2027010,4.5
1549,Oregon,2017,Female,F,30,2089787,1.4
1550,Oregon,2017,Male,M,97,2052989,4.7
1551,Oregon,2018,Female,F,24,2113219,1.1
1552,Oregon,2018,Male,M,78,2077494,3.8
1553,Oregon,2019,Female,F,39,2127010,1.8
1554,Oregon,2019,Male,M,87,2090727,4.2
1555,Oregon,2020,Female,F,38,2139046,1.8
1556,Oregon,2020,Male,M,119,2102461,5.7
1557,Pennsylvania,1999,Female,F,156,6347064,2.5
1558,Pennsylvania,1999,Male,M,483,5916741,8.2
1559,Pennsylvania,2000,Female,F,155,6351391,2.4
1560,Pennsylvania,2000,Male,M,495,5929663,8.3
1561,Pennsylvania,2001,Female,F,149,6354395,2.3
1562,Pennsylvania,2001,Male,M,522,5944575,8.8
1563,Pennsylvania,2002,Female,F,151,6363832,2.4
1564,Pennsylvania,2002,Male,M,489,5967199,8.2
1565,Pennsylvania,2003,Female,F,141,6377894,2.2
1566,Pennsylvania,2003,Male,M,535,5996764,8.9
1567,Pennsylvania,2004,Female,F,150,6390749,2.3
1568,Pennsylvania,2004,Male,M,533,6019973,8.9
1569,Pennsylvania,2005,Female,F,153,6405053,2.4
1570,Pennsylvania,2005,Male,M,596,6044937,9.9
1571,Pennsylvania,2006,Female,F,122,6429312,1.9
1572,Pennsylvania,2006,Male,M,647,6081497,10.6
1573,Pennsylvania,2007,Female,F,145,6452087,2.2
1574,Pennsylvania,2007,Male,M,605,6111850,9.9
1575,Pennsylvania,2008,Female,F,123,6473295,1.9
1576,Pennsylvania,2008,Male,M,574,6138990,9.4
1577,Pennsylvania,2009,Female,F,140,6497024,2.2
1578,Pennsylvania,2009,Male,M,510,6169834,8.3
1579,Pennsylvania,2010,Female,F,129,6512016,2.0
1580,Pennsylvania,2010,Male,M,560,6190363,9.0
1581,Pennsylvania,2011,Female,F,122,6528324,1.9
1582,Pennsylvania,2011,Male,M,559,6214562,9.0
1583,Pennsylvania,2012,Female,F,129,6533359,2.0
1584,Pennsylvania,2012,Male,M,569,6230177,9.1
1585,Pennsylvania,2013,Female,F,123,6531461,1.9
1586,Pennsylvania,2013,Male,M,511,6242340,8.2
1587,Pennsylvania,2014,Female,F,128,6533392,2.0
1588,Pennsylvania,2014,Male,M,492,6253817,7.9
1589,Pennsylvania,2015,Female,F,115,6538129,1.8
1590,Pennsylvania,2015,Male,M,558,6264374,8.9
1591,Pennsylvania,2016,Female,F,121,6523033,1.9
1592,Pennsylvania,2016,Male,M,602,6261194,9.6
1593,Pennsylvania,2017,Female,F,153,6534208,2.3
1594,Pennsylvania,2017,Male,M,638,6271329,10.2
1595,Pennsylvania,2018,Female,F,161,6532400,2.5
1596,Pennsylvania,2018,Male,M,620,6274660,9.9
1597,Pennsylvania,2019,Female,F,133,6527628,2.0
1598,Pennsylvania,2019,Male,M,589,6274361,9.4
1599,Pennsylvania,2020,Female,F,152,6516212,2.3
1600,Pennsylvania,2020,Male,M,842,6267042,13.4
1601,Rhode Island,1999,Male,M,27,499678,5.4
1602,Rhode Island,2000,Male,M,32,503635,6.4
1603,Rhode Island,2001,Male,M,28,508168,5.5
1604,Rhode Island,2002,Male,M,34,512905,6.6
1605,Rhode Island,2003,Male,M,26,515752,5.0
1606,Rhode Island,2004,Male,M,21,518204,4.1
1607,Rhode Island,2005,Male,M,23,515084,4.5
1608,Rhode Island,2006,Female,F,11,550134,Unreliable
1609,Rhode Island,2006,Male,M,28,512962,5.5
1610,Rhode Island,2007,Male,M,19,510456,Unreliable
1611,Rhode Island,2008,Male,M,24,509591,4.7
1612,Rhode Island,2009,Female,F,10,544764,Unreliable
1613,Rhode Island,2009,Male,M,20,508882,3.9
1614,Rhode Island,2010,Male,M,19,508400,Unreliable
1615,Rhode Island,2011,Male,M,15,508247,Unreliable
1616,Rhode Island,2012,Male,M,23,508276,4.5
1617,Rhode Island,2013,Female,F,10,542084,Unreliable
1618,Rhode Island,2013,Male,M,21,509427,4.1
1619,Rhode Island,2014,Male,M,23,511363,4.5
1620,Rhode Island,2015,Female,F,12,544349,Unreliable
1621,Rhode Island,2015,Male,M,16,511949,Unreliable
1622,Rhode Island,2016,Male,M,21,513081,4.1
1623,Rhode Island,2017,Male,M,17,514991,Unreliable
1624,Rhode Island,2018,Male,M,13,514332,Unreliable
1625,Rhode Island,2019,Male,M,16,515675,Unreliable
1626,Rhode Island,2020,Male,M,23,514692,4.5
1627,South Carolina,1999,Female,F,83,2045608,4.1
1628,South Carolina,1999,Male,M,230,1929076,11.9
1629,South Carolina,2000,Female,F,77,2063083,3.7
1630,South Carolina,2000,Male,M,249,1948929,12.8
1631,South Carolina,2001,Female,F,92,2089963,4.4
1632,South Carolina,2001,Male,M,258,1975032,13.1
1633,South Carolina,2002,Female,F,80,2111069,3.8
1634,South Carolina,2002,Male,M,246,1996726,12.3
1635,South Carolina,2003,Female,F,78,2133967,3.7
1636,South Carolina,2003,Male,M,247,2016330,12.2
1637,South Carolina,2004,Female,F,80,2162305,3.7
1638,South Carolina,2004,Male,M,243,2048616,11.9
1639,South Carolina,2005,Female,F,73,2192345,3.3
1640,South Carolina,2005,Male,M,264,2077805,12.7
1641,South Carolina,2006,Female,F,107,2237655,4.8
1642,South Carolina,2006,Male,M,284,2120192,13.4
1643,South Carolina,2007,Female,F,86,2280792,3.8
1644,South Carolina,2007,Male,M,296,2163318,13.7
1645,South Carolina,2008,Female,F,70,2325047,3.0
1646,South Carolina,2008,Male,M,284,2203949,12.9
1647,South Carolina,2009,Female,F,84,2357030,3.6
1648,South Carolina,2009,Male,M,263,2232842,11.8
1649,South Carolina,2010,Female,F,69,2375263,2.9
1650,South Carolina,2010,Male,M,253,2250101,11.2
1651,South Carolina,2011,Female,F,96,2402602,4.0
1652,South Carolina,2011,Male,M,259,2276628,11.4
1653,South Carolina,2012,Female,F,86,2426510,3.5
1654,South Carolina,2012,Male,M,287,2297213,12.5
1655,South Carolina,2013,Female,F,87,2451720,3.5
1656,South Carolina,2013,Male,M,231,2323119,9.9
1657,South Carolina,2014,Female,F,77,2483088,3.1
1658,South Carolina,2014,Male,M,286,2349394,12.2
1659,South Carolina,2015,Female,F,93,2517178,3.7
1660,South Carolina,2015,Male,M,355,2378968,14.9
1661,South Carolina,2016,Female,F,88,2553185,3.4
1662,South Carolina,2016,Male,M,338,2407934,14.0
1663,South Carolina,2017,Female,F,80,2586682,3.1
1664,South Carolina,2017,Male,M,364,2437687,14.9
1665,South Carolina,2018,Female,F,94,2620801,3.6
1666,South Carolina,2018,Male,M,387,2463326,15.7
1667,South Carolina,2019,Female,F,95,2655575,3.6
1668,South Carolina,2019,Male,M,432,2493139,17.3
1669,South Carolina,2020,Female,F,109,2694628,4.0
1670,South Carolina,2020,Male,M,513,2523412,20.3
1671,South Dakota,1999,Female,F,10,378502,Unreliable
1672,South Dakota,1999,Male,M,13,371915,Unreliable
1673,South Dakota,2000,Male,M,12,374558,Unreliable
1674,South Dakota,2001,Male,M,11,376435,Unreliable
1675,South Dakota,2002,Male,M,18,377692,Unreliable
1676,South Dakota,2003,Male,M,14,380096,Unreliable
1677,South Dakota,2004,Male,M,20,383719,5.2
1678,South Dakota,2005,Male,M,13,386472,Unreliable
1679,South Dakota,2006,Male,M,12,390613,Unreliable
1680,South Dakota,2008,Male,M,14,398888,Unreliable
1681,South Dakota,2009,Male,M,23,403869,5.7
1682,South Dakota,2010,Male,M,14,407381,Unreliable
1683,South Dakota,2011,Male,M,18,413177,Unreliable
1684,South Dakota,2012,Male,M,13,418316,Unreliable
1685,South Dakota,2013,Male,M,16,424378,Unreliable
1686,South Dakota,2014,Female,F,11,423862,Unreliable
1687,South Dakota,2014,Male,M,15,429313,Unreliable
1688,South Dakota,2015,Male,M,27,431976,6.3
1689,South Dakota,2016,Female,F,12,429182,Unreliable
1690,South Dakota,2016,Male,M,26,436272,6.0
1691,South Dakota,2017,Male,M,25,438960,5.7
1692,South Dakota,2018,Male,M,28,445531,6.3
1693,South Dakota,2019,Male,M,22,446757,4.9
1694,South Dakota,2020,Female,F,11,442058,Unreliable
1695,South Dakota,2020,Male,M,41,450659,9.1
1696,Tennessee,1999,Female,F,108,2897467,3.7
1697,Tennessee,1999,Male,M,315,2741241,11.5
1698,Tennessee,2000,Female,F,114,2919008,3.9
1699,Tennessee,2000,Male,M,357,2770275,12.9
1700,Tennessee,2001,Female,F,120,2948421,4.1
1701,Tennessee,2001,Male,M,334,2802368,11.9
1702,Tennessee,2002,Female,F,119,2971873,4.0
1703,Tennessee,2002,Male,M,348,2824045,12.3
1704,Tennessee,2003,Female,F,112,3000983,3.7
1705,Tennessee,2003,Male,M,326,2846829,11.5
1706,Tennessee,2004,Female,F,91,3027931,3.0
1707,Tennessee,2004,Male,M,326,2882878,11.3
1708,Tennessee,2005,Female,F,105,3068439,3.4
1709,Tennessee,2005,Male,M,390,2922618,13.3
1710,Tennessee,2006,Female,F,103,3121455,3.3
1711,Tennessee,2006,Male,M,383,2967311,12.9
1712,Tennessee,2007,Female,F,88,3162280,2.8
1713,Tennessee,2007,Male,M,387,3013447,12.8
1714,Tennessee,2008,Female,F,102,3203115,3.2
1715,Tennessee,2008,Male,M,377,3044296,12.4
1716,Tennessee,2009,Female,F,101,3231769,3.1
1717,Tennessee,2009,Male,M,395,3074250,12.8
1718,Tennessee,2010,Female,F,95,3252601,2.9
1719,Tennessee,2010,Male,M,315,3093504,10.2
1720,Tennessee,2011,Female,F,101,3282422,3.1
1721,Tennessee,2011,Male,M,343,3120931,11.0
1722,Tennessee,2012,Female,F,102,3307480,3.1
1723,Tennessee,2012,Male,M,369,3148763,11.7
1724,Tennessee,2013,Female,F,95,3328884,2.9
1725,Tennessee,2013,Male,M,310,3167094,9.8
1726,Tennessee,2014,Female,F,73,3357172,2.2
1727,Tennessee,2014,Male,M,344,3192180,10.8
1728,Tennessee,2015,Female,F,109,3382838,3.2
1729,Tennessee,2015,Male,M,351,3217461,10.9
1730,Tennessee,2016,Female,F,123,3408679,3.6
1731,Tennessee,2016,Male,M,440,3242515,13.6
1732,Tennessee,2017,Female,F,112,3440018,3.3
1733,Tennessee,2017,Male,M,445,3275966,13.6
1734,Tennessee,2018,Female,F,118,3467086,3.4
1735,Tennessee,2018,Male,M,486,3302924,14.7
1736,Tennessee,2019,Female,F,117,3496935,3.3
1737,Tennessee,2019,Male,M,479,3332239,14.4
1738,Tennessee,2020,Female,F,140,3528814,4.0
1739,Tennessee,2020,Male,M,613,3358020,18.3
1740,Texas,1999,Female,F,326,10360202,3.1
1741,Texas,1999,Male,M,993,10198018,9.7
1742,Texas,2000,Female,F,315,10498910,3.0
1743,Texas,2000,Male,M,1002,10352910,9.7
1744,Texas,2001,Female,F,337,10731190,3.1
1745,Texas,2001,Male,M,1078,10588432,10.2
1746,Texas,2002,Female,F,345,10914653,3.2
1747,Texas,2002,Male,M,1076,10775672,10.0
1748,Texas,2003,Female,F,377,11095953,3.4
1749,Texas,2003,Male,M,1148,10934978,10.5
1750,Texas,2004,Female,F,329,11278402,2.9
1751,Texas,2004,Male,M,1087,11115621,9.8
1752,Texas,2005,Female,F,331,11470439,2.9
1753,Texas,2005,Male,M,1170,11307684,10.3
1754,Texas,2006,Female,F,343,11771243,2.9
1755,Texas,2006,Male,M,1124,11588337,9.7
1756,Texas,2007,Female,F,322,12010572,2.7
1757,Texas,2007,Male,M,1173,11821411,9.9
1758,Texas,2008,Female,F,340,12249936,2.8
1759,Texas,2008,Male,M,1147,12059103,9.5
1760,Texas,2009,Female,F,348,12500150,2.8
1761,Texas,2009,Male,M,1154,12301611,9.4
1762,Texas,2010,Female,F,344,12673281,2.7
1763,Texas,2010,Male,M,1019,12472280,8.2
1764,Texas,2011,Female,F,288,12932239,2.2
1765,Texas,2011,Male,M,978,12742442,7.7
1766,Texas,2012,Female,F,283,13111469,2.2
1767,Texas,2012,Male,M,1041,12947734,8.0
1768,Texas,2013,Female,F,314,13301191,2.4
1769,Texas,2013,Male,M,1040,13147002,7.9
1770,Texas,2014,Female,F,330,13574572,2.4
1771,Texas,2014,Male,M,1059,13382386,7.9
1772,Texas,2015,Female,F,322,13831324,2.3
1773,Texas,2015,Male,M,1216,13637790,8.9
1774,Texas,2016,Female,F,366,14031164,2.6
1775,Texas,2016,Male,M,1303,13831432,9.4
1776,Texas,2017,Female,F,387,14242803,2.7
1777,Texas,2017,Male,M,1266,14061793,9.0
1778,Texas,2018,Female,F,365,14441739,2.5
1779,Texas,2018,Male,M,1192,14260106,8.4
1780,Texas,2019,Female,F,343,14593179,2.4
1781,Texas,2019,Male,M,1351,14402702,9.4
1782,Texas,2020,Female,F,460,14779708,3.1
1783,Texas,2020,Male,M,1752,14581051,12.0
1784,Utah,1999,Female,F,15,1100168,Unreliable
1785,Utah,1999,Male,M,36,1103315,3.3
1786,Utah,2000,Female,F,17,1114138,Unreliable
1787,Utah,2000,Male,M,35,1119031,3.1
1788,Utah,2001,Female,F,25,1139182,2.2
1789,Utah,2001,Male,M,52,1144533,4.5
1790,Utah,2002,Female,F,20,1158853,1.7
1791,Utah,2002,Male,M,34,1165962,2.9
1792,Utah,2003,Female,F,14,1175867,Unreliable
1793,Utah,2003,Male,M,44,1184270,3.7
1794,Utah,2004,Female,F,11,1196749,Unreliable
1795,Utah,2004,Male,M,34,1204831,2.8
1796,Utah,2005,Female,F,22,1224741,1.8
1797,Utah,2005,Male,M,41,1232978,3.3
