,State,Year,Gender,Gender Code,Deaths,Population,Crude Rate
741,Kentucky,2013,Female,F,55,2231899,2.5
742,Kentucky,2013,Male,M,147,2163396,6.8
743,Kentucky,2014,Female,F,50,2240299,2.2
744,Kentucky,2014,Male,M,153,2173158,7.0
745,Kentucky,2015,Female,F,59,2245998,2.6
746,Kentucky,2015,Male,M,191,2179094,8.8
747,Kentucky,2016,Female,F,79,2250421,3.5
748,Kentucky,2016,Male,M,223,2186553,10.2
749,Kentucky,2017,Female,F,66,2259871,2.9
750,Kentucky,2017,Male,M,244,2194318,11.1
751,Kentucky,2018,Female,F,62,2266891,2.7
752,Kentucky,2018,Male,M,196,2201511,8.9
753,Kentucky,2019,Female,F,49,2266644,2.2
754,Kentucky,2019,Male,M,201,2201029,9.1
755,Kentucky,2020,Female,F,100,2271906,4.4
756,Kentucky,2020,Male,M,304,2205345,13.8
757,Louisiana,1999,Female,F,108,2302747,4.7
758,Louisiana,1999,Male,M,376,2158067,17.4
759,Louisiana,2000,Female,F,129,2306073,5.6
760,Louisiana,2000,Male,M,471,2162903,21.8
761,Louisiana,2001,Female,F,106,2308063,4.6
762,Louisiana,2001,Male,M,435,2169812,20.0
763,Louisiana,2002,Female,F,131,2315524,5.7
764,Louisiana,2002,Male,M,476,2181743,21.8
765,Louisiana,2003,Female,F,104,2327153,4.5
766,Louisiana,2003,Male,M,498,2193889,22.7
767,Louisiana,2004,Female,F,113,2338753,4.8
768,Louisiana,2004,Male,M,489,2213485,22.1
769,Louisiana,2005,Female,F,100,2349441,4.3
770,Louisiana,2005,Male,M,492,2227187,22.1
771,Louisiana,2006,Female,F,95,2204072,4.3
772,Louisiana,2006,Male,M,459,2098593,21.9
773,Louisiana,2007,Female,F,115,2239125,5.1
774,Louisiana,2007,Male,M,512,2136456,24.0
775,Louisiana,2008,Female,F,96,2269630,4.2
776,Louisiana,2008,Male,M,445,2165956,20.5
777,Louisiana,2009,Female,F,98,2295199,4.3
778,Louisiana,2009,Male,M,475,2196449,21.6
779,Louisiana,2010,Female,F,94,2314080,4.1
780,Louisiana,2010,Male,M,447,2219292,20.1
781,Louisiana,2011,Female,F,111,2336467,4.8
782,Louisiana,2011,Male,M,438,2238369,19.6
783,Louisiana,2012,Female,F,101,2349843,4.3
784,Louisiana,2012,Male,M,449,2252050,19.9
785,Louisiana,2013,Female,F,93,2361537,3.9
786,Louisiana,2013,Male,M,459,2263933,20.3
787,Louisiana,2014,Female,F,110,2375737,4.6
788,Louisiana,2014,Male,M,428,2273939,18.8
789,Louisiana,2015,Female,F,104,2386915,4.4
790,Louisiana,2015,Male,M,465,2283809,20.4
791,Louisiana,2016,Female,F,108,2392296,4.5
792,Louisiana,2016,Male,M,540,2289370,23.6
793,Louisiana,2017,Female,F,114,2394887,4.8
794,Louisiana,2017,Male,M,539,2289446,23.5
795,Louisiana,2018,Female,F,97,2385219,4.1
796,Louisiana,2018,Male,M,501,2274759,22.0
797,Louisiana,2019,Female,F,122,2381744,5.1
798,Louisiana,2019,Male,M,528,2267050,23.3
799,Louisiana,2020,Female,F,138,2381158,5.8
800,Louisiana,2020,Male,M,735,2264160,32.5
801,Maine,1999,Female,F,12,650598,Unreliable
802,Maine,1999,Male,M,13,616210,Unreliable
803,Maine,2001,Female,F,11,659657,Unreliable
804,Maine,2001,Male,M,10,626035,Unreliable
805,Maine,2003,Female,F,10,668680,Unreliable
806,Maine,2004,Male,M,14,641826,Unreliable
807,Maine,2005,Female,F,10,674104,Unreliable
808,Maine,2005,Male,M,12,644683,Unreliable
809,Maine,2006,Male,M,12,647462,Unreliable
810,Maine,2007,Male,M,17,649243,Unreliable
811,Maine,2008,Female,F,12,679413,Unreliable
812,Maine,2008,Male,M,22,651096,3.4
813,Maine,2009,Female,F,11,678694,Unreliable
814,Maine,2009,Male,M,19,650896,Unreliable
815,Maine,2010,Male,M,17,650056,Unreliable
816,Maine,2011,Female,F,12,678125,Unreliable
817,Maine,2011,Male,M,17,650063,Unreliable
818,Maine,2012,Female,F,10,678914,Unreliable
819,Maine,2012,Male,M,20,650278,3.1
820,Maine,2013,Female,F,14,678082,Unreliable
821,Maine,2013,Male,M,16,650220,Unreliable
822,Maine,2014,Male,M,15,651271,Unreliable
823,Maine,2015,Male,M,15,651257,Unreliable
824,Maine,2016,Male,M,14,652585,Unreliable
825,Maine,2017,Male,M,13,654520,Unreliable
826,Maine,2018,Female,F,12,683031,Unreliable
827,Maine,2019,Female,F,11,686100,Unreliable
828,Maine,2019,Male,M,12,658112,Unreliable
829,Maine,2020,Male,M,16,661301,Unreliable
830,Maryland,1999,Female,F,87,2716930,3.2
831,Maryland,1999,Male,M,444,2537581,17.5
832,Maryland,2000,Female,F,86,2738692,3.1
833,Maryland,2000,Male,M,417,2557794,16.3
834,Maryland,2001,Female,F,116,2779864,4.2
835,Maryland,2001,Male,M,439,2594827,16.9
836,Maryland,2002,Female,F,93,2815197,3.3
837,Maryland,2002,Male,M,447,2625192,17.0
838,Maryland,2003,Female,F,85,2843847,3.0
839,Maryland,2003,Male,M,472,2652422,17.8
840,Maryland,2004,Female,F,77,2870043,2.7
841,Maryland,2004,Male,M,456,2676892,17.0
842,Maryland,2005,Female,F,75,2891761,2.6
843,Maryland,2005,Male,M,501,2700618,18.6
844,Maryland,2006,Female,F,82,2907963,2.8
845,Maryland,2006,Male,M,486,2719404,17.9
846,Maryland,2007,Female,F,80,2920109,2.7
847,Maryland,2007,Male,M,493,2733299,18.0
848,Maryland,2008,Female,F,87,2935788,3.0
849,Maryland,2008,Male,M,436,2749177,15.9
850,Maryland,2009,Female,F,61,2960001,2.1
851,Maryland,2009,Male,M,396,2770387,14.3
852,Maryland,2010,Female,F,71,2981790,2.4
853,Maryland,2010,Male,M,367,2791762,13.1
854,Maryland,2011,Female,F,65,3007715,2.2
855,Maryland,2011,Male,M,353,2820574,12.5
856,Maryland,2012,Female,F,66,3034160,2.2
857,Maryland,2012,Male,M,342,2850403,12.0
858,Maryland,2013,Female,F,72,3054052,2.4
859,Maryland,2013,Male,M,349,2874762,12.1
860,Maryland,2014,Female,F,75,3079989,2.4
861,Maryland,2014,Male,M,312,2896418,10.8
862,Maryland,2015,Female,F,68,3095316,2.2
863,Maryland,2015,Male,M,528,2911085,18.1
864,Maryland,2016,Female,F,92,3101981,3.0
865,Maryland,2016,Male,M,487,2914466,16.7
866,Maryland,2017,Female,F,79,3118023,2.5
867,Maryland,2017,Male,M,508,2934154,17.3
868,Maryland,2018,Female,F,85,3113797,2.7
869,Maryland,2018,Male,M,456,2928921,15.6
870,Maryland,2019,Female,F,70,3116815,2.2
871,Maryland,2019,Male,M,508,2928865,17.3
872,Maryland,2020,Female,F,109,3123228,3.5
873,Maryland,2020,Male,M,540,2932574,18.4
874,Massachusetts,1999,Female,F,38,3274830,1.2
875,Massachusetts,1999,Male,M,95,3042515,3.1
876,Massachusetts,2000,Female,F,36,3290281,1.1
877,Massachusetts,2000,Male,M,86,3058816,2.8
878,Massachusetts,2001,Female,F,68,3312567,2.1
879,Massachusetts,2001,Male,M,178,3085067,5.8
880,Massachusetts,2002,Female,F,34,3319436,1.0
881,Massachusetts,2002,Male,M,151,3097770,4.9
882,Massachusetts,2003,Female,F,26,3320817,0.8
883,Massachusetts,2003,Male,M,114,3101748,3.7
884,Massachusetts,2004,Female,F,32,3314634,1.0
885,Massachusetts,2004,Male,M,143,3097647,4.6
886,Massachusetts,2005,Female,F,28,3309010,0.8
887,Massachusetts,2005,Male,M,150,3094280,4.8
888,Massachusetts,2006,Female,F,38,3311185,1.1
889,Massachusetts,2006,Male,M,145,3098899,4.7
890,Massachusetts,2007,Female,F,49,3321653,1.5
891,Massachusetts,2007,Male,M,139,3109906,4.5
892,Massachusetts,2008,Female,F,26,3340730,0.8
893,Massachusetts,2008,Male,M,141,3128237,4.5
894,Massachusetts,2009,Female,F,45,3365859,1.3
895,Massachusetts,2009,Male,M,131,3151754,4.2
896,Massachusetts,2010,Female,F,42,3381001,1.2
897,Massachusetts,2010,Male,M,162,3166628,5.1
898,Massachusetts,2011,Female,F,40,3397995,1.2
899,Massachusetts,2011,Male,M,160,3189541,5.0
900,Massachusetts,2012,Female,F,30,3425771,0.9
901,Massachusetts,2012,Male,M,103,3220373,3.2
902,Massachusetts,2013,Female,F,35,3448008,1.0
903,Massachusetts,2013,Male,M,109,3244816,3.4
904,Massachusetts,2014,Female,F,23,3474584,0.7
905,Massachusetts,2014,Male,M,110,3270824,3.4
906,Massachusetts,2015,Female,F,30,3498304,0.9
907,Massachusetts,2015,Male,M,114,3296118,3.5
908,Massachusetts,2016,Female,F,26,3506128,0.7
909,Massachusetts,2016,Male,M,111,3305651,3.4
910,Massachusetts,2017,Female,F,34,3529454,1.0
911,Massachusetts,2017,Male,M,137,3330365,4.1
912,Massachusetts,2018,Female,F,30,3551621,0.8
913,Massachusetts,2018,Male,M,128,3350528,3.8
914,Massachusetts,2019,Female,F,36,3546935,1.0
915,Massachusetts,2019,Male,M,121,3345568,3.6
916,Massachusetts,2020,Female,F,25,3546542,0.7
917,Massachusetts,2020,Male,M,158,3347032,4.7
918,Michigan,1999,Female,F,171,5047771,3.4
919,Michigan,1999,Male,M,588,4849346,12.1
920,Michigan,2000,Female,F,178,5065349,3.5
921,Michigan,2000,Male,M,544,4873095,11.2
922,Michigan,2001,Female,F,143,5089289,2.8
923,Michigan,2001,Male,M,546,4901831,11.1
924,Michigan,2002,Female,F,152,5100171,3.0
925,Michigan,2002,Male,M,544,4915539,11.1
926,Michigan,2003,Female,F,137,5110521,2.7
927,Michigan,2003,Male,M,513,4930631,10.4
928,Michigan,2004,Female,F,141,5117929,2.8
929,Michigan,2004,Male,M,532,4937386,10.8
930,Michigan,2005,Female,F,131,5114320,2.6
931,Michigan,2005,Male,M,546,4936817,11.1
932,Michigan,2006,Female,F,142,5106621,2.8
933,Michigan,2006,Male,M,580,4929460,11.8
934,Michigan,2007,Female,F,137,5091035,2.7
935,Michigan,2007,Male,M,567,4910249,11.5
936,Michigan,2008,Female,F,111,5065899,2.2
937,Michigan,2008,Male,M,533,4880990,10.9
938,Michigan,2009,Female,F,118,5044338,2.3
939,Michigan,2009,Male,M,538,4857253,11.1
940,Michigan,2010,Female,F,111,5035526,2.2
941,Michigan,2010,Male,M,499,4848114,10.3
942,Michigan,2011,Female,F,120,5030242,2.4
943,Michigan,2011,Male,M,534,4845945,11.0
944,Michigan,2012,Female,F,121,5032849,2.4
945,Michigan,2012,Male,M,613,4850511,12.6
946,Michigan,2013,Female,F,124,5036338,2.5
947,Michigan,2013,Male,M,511,4859284,10.5
948,Michigan,2014,Female,F,124,5041414,2.5
949,Michigan,2014,Male,M,465,4868463,9.6
950,Michigan,2015,Female,F,112,5044428,2.2
951,Michigan,2015,Male,M,485,4878148,9.9
952,Michigan,2016,Female,F,123,5043554,2.4
953,Michigan,2016,Male,M,501,4884746,10.3
954,Michigan,2017,Female,F,115,5058559,2.3
955,Michigan,2017,Male,M,473,4903752,9.6
956,Michigan,2018,Female,F,138,5073772,2.7
957,Michigan,2018,Male,M,475,4922143,9.7
958,Michigan,2019,Female,F,131,5068329,2.6
959,Michigan,2019,Male,M,481,4918528,9.8
960,Michigan,2020,Female,F,161,5058742,3.2
961,Michigan,2020,Male,M,650,4907813,13.2
962,Minnesota,1999,Female,F,44,2462931,1.8
963,Minnesota,1999,Male,M,95,2410550,3.9
964,Minnesota,2000,Female,F,50,2483848,2.0
965,Minnesota,2000,Male,M,89,2435631,3.7
966,Minnesota,2001,Female,F,42,2514149,1.7
967,Minnesota,2001,Male,M,85,2468647,3.4
968,Minnesota,2002,Female,F,34,2531205,1.3
969,Minnesota,2002,Male,M,93,2487730,3.7
970,Minnesota,2003,Female,F,27,2546999,1.1
971,Minnesota,2003,Male,M,103,2506573,4.1
972,Minnesota,2004,Female,F,34,2564037,1.3
973,Minnesota,2004,Male,M,100,2523676,4.0
974,Minnesota,2005,Female,F,40,2579546,1.6
975,Minnesota,2005,Male,M,99,2540052,3.9
976,Minnesota,2006,Female,F,34,2600951,1.3
977,Minnesota,2006,Male,M,94,2562604,3.7
978,Minnesota,2007,Female,F,38,2622551,1.4
979,Minnesota,2007,Male,M,82,2584652,3.2
980,Minnesota,2008,Female,F,32,2642672,1.2
981,Minnesota,2008,Male,M,96,2604346,3.7
982,Minnesota,2009,Female,F,22,2659958,0.8
983,Minnesota,2009,Male,M,71,2621245,2.7
984,Minnesota,2010,Female,F,27,2671793,1.0
985,Minnesota,2010,Male,M,85,2632132,3.2
986,Minnesota,2011,Female,F,36,2689958,1.3
987,Minnesota,2011,Male,M,67,2654903,2.5
988,Minnesota,2012,Female,F,26,2706970,1.0
989,Minnesota,2012,Male,M,79,2672169,3.0
990,Minnesota,2013,Female,F,32,2727081,1.2
991,Minnesota,2013,Male,M,99,2693299,3.7
992,Minnesota,2014,Female,F,32,2745132,1.2
993,Minnesota,2014,Male,M,69,2712041,2.5
994,Minnesota,2015,Female,F,40,2759730,1.4
995,Minnesota,2015,Male,M,107,2729864,3.9
996,Minnesota,2016,Female,F,38,2772322,1.4
997,Minnesota,2016,Male,M,91,2747630,3.3
998,Minnesota,2017,Female,F,33,2799760,1.2
999,Minnesota,2017,Male,M,89,2776846,3.2
1000,Minnesota,2018,Female,F,24,2816378,0.9
1001,Minnesota,2018,Male,M,98,2794801,3.5
1002,Minnesota,2019,Female,F,35,2829821,1.2
1003,Minnesota,2019,Male,M,119,2809811,4.2
1004,Minnesota,2020,Female,F,42,2838748,1.5
1005,Minnesota,2020,Male,M,156,2818594,5.5
1006,Mississippi,1999,Female,F,79,1464583,5.4
1007,Mississippi,1999,Male,M,233,1363829,17.1
1008,Mississippi,2000,Female,F,92,1471104,6.3
1009,Mississippi,2000,Male,M,220,1373554,16.0
1010,Mississippi,2001,Female,F,65,1473486,4.4
1011,Mississippi,2001,Male,M,261,1379508,18.9
1012,Mississippi,2002,Female,F,73,1475412,4.9
1013,Mississippi,2002,Male,M,232,1383269,16.8
1014,Mississippi,2003,Female,F,77,1479611,5.2
1015,Mississippi,2003,Male,M,227,1388701,16.3
1016,Mississippi,2004,Female,F,61,1490115,4.1
1017,Mississippi,2004,Male,M,222,1398895,15.9
1018,Mississippi,2005,Female,F,67,1497962,4.5
1019,Mississippi,2005,Male,M,187,1407981,13.3
1020,Mississippi,2006,Female,F,68,1496313,4.5
1021,Mississippi,2006,Male,M,250,1408665,17.7
1022,Mississippi,2007,Female,F,51,1507071,3.4
1023,Mississippi,2007,Male,M,235,1421279,16.5
1024,Mississippi,2008,Female,F,63,1516955,4.2
1025,Mississippi,2008,Male,M,267,1430851,18.7
1026,Mississippi,2009,Female,F,57,1522000,3.7
1027,Mississippi,2009,Male,M,218,1436774,15.2
1028,Mississippi,2010,Female,F,69,1526057,4.5
1029,Mississippi,2010,Male,M,215,1441240,14.9
1030,Mississippi,2011,Female,F,65,1531968,4.2
1031,Mississippi,2011,Male,M,247,1446544,17.1
1032,Mississippi,2012,Female,F,62,1535635,4.0
1033,Mississippi,2012,Male,M,231,1449291,15.9
1034,Mississippi,2013,Female,F,61,1536620,4.0
1035,Mississippi,2013,Male,M,230,1454587,15.8
1036,Mississippi,2014,Female,F,55,1539523,3.6
1037,Mississippi,2014,Male,M,277,1454556,19.0
1038,Mississippi,2015,Female,F,64,1540483,4.2
1039,Mississippi,2015,Male,M,261,1451850,18.0
1040,Mississippi,2016,Female,F,64,1539934,4.2
1041,Mississippi,2016,Male,M,281,1448792,19.4
1042,Mississippi,2017,Female,F,65,1538222,4.2
1043,Mississippi,2017,Male,M,295,1445878,20.4
1044,Mississippi,2018,Female,F,88,1538795,5.7
1045,Mississippi,2018,Male,M,294,1447735,20.3
1046,Mississippi,2019,Female,F,76,1533857,5.0
1047,Mississippi,2019,Male,M,358,1442292,24.8
1048,Mississippi,2020,Female,F,103,1530971,6.7
1049,Mississippi,2020,Male,M,473,1435815,32.9
1050,Missouri,1999,Female,F,94,2860168,3.3
1051,Missouri,1999,Male,M,291,2701782,10.8
1052,Missouri,2000,Female,F,106,2875034,3.7
1053,Missouri,2000,Male,M,292,2720177,10.7
1054,Missouri,2001,Female,F,107,2895476,3.7
1055,Missouri,2001,Male,M,330,2745666,12.0
1056,Missouri,2002,Female,F,80,2910476,2.7
1057,Missouri,2002,Male,M,286,2764349,10.3
1058,Missouri,2003,Female,F,52,2926556,1.8
1059,Missouri,2003,Male,M,271,2782847,9.7
1060,Missouri,2004,Female,F,91,2942685,3.1
1061,Missouri,2004,Male,M,278,2805056,9.9
1062,Missouri,2005,Female,F,77,2962870,2.6
1063,Missouri,2005,Male,M,340,2827430,12.0
1064,Missouri,2006,Female,F,90,2987563,3.0
1065,Missouri,2006,Male,M,322,2855141,11.3
1066,Missouri,2007,Female,F,84,3007493,2.8
1067,Missouri,2007,Male,M,300,2880119,10.4
1068,Missouri,2008,Female,F,102,3024837,3.4
1069,Missouri,2008,Male,M,380,2899079,13.1
1070,Missouri,2009,Female,F,99,3042021,3.3
1071,Missouri,2009,Male,M,329,2919067,11.3
1072,Missouri,2010,Female,F,82,3055450,2.7
1073,Missouri,2010,Male,M,356,2933477,12.1
1074,Missouri,2011,Female,F,91,3066254,3.0
1075,Missouri,2011,Male,M,328,2944434,11.1
1076,Missouri,2012,Female,F,100,3070952,3.3
1077,Missouri,2012,Male,M,324,2951036,11.0
1078,Missouri,2013,Female,F,77,3080214,2.5
1079,Missouri,2013,Male,M,315,2963957,10.6
1080,Missouri,2014,Female,F,84,3089367,2.7
1081,Missouri,2014,Male,M,357,2974222,12.0
1082,Missouri,2015,Female,F,103,3098627,3.3
1083,Missouri,2015,Male,M,444,2985045,14.9
1084,Missouri,2016,Female,F,113,3100965,3.6
1085,Missouri,2016,Male,M,457,2992035,15.3
1086,Missouri,2017,Female,F,114,3111296,3.7
1087,Missouri,2017,Male,M,541,3002236,18.0
1088,Missouri,2018,Female,F,145,3118889,4.6
1089,Missouri,2018,Male,M,513,3007563,17.1
1090,Missouri,2019,Female,F,136,3124766,4.4
1091,Missouri,2019,Male,M,492,3012662,16.3
1092,Missouri,2020,Female,F,159,3133825,5.1
1093,Missouri,2020,Male,M,644,3017723,21.3
1094,Montana,1999,Female,F,14,450545,Unreliable
1095,Montana,1999,Male,M,19,446966,Unreliable
1096,Montana,2000,Female,F,11,452715,Unreliable
1097,Montana,2000,Male,M,24,449480,5.3
1098,Montana,2001,Female,F,10,454683,Unreliable
1099,Montana,2001,Male,M,22,452278,4.9
1100,Montana,2002,Male,M,14,454955,Unreliable
1101,Montana,2003,Female,F,13,460116,Unreliable
1102,Montana,2003,Male,M,24,459514,5.2
1103,Montana,2004,Male,M,19,465009,Unreliable
1104,Montana,2005,Female,F,10,469780,Unreliable
1105,Montana,2005,Male,M,23,470322,4.9
1106,Montana,2006,Female,F,10,475341,Unreliable
1107,Montana,2006,Male,M,25,477351,5.2
1108,Montana,2007,Male,M,18,483767,Unreliable
1109,Montana,2008,Female,F,13,486477,Unreliable
1110,Montana,2008,Male,M,27,489938,5.5
1111,Montana,2009,Female,F,12,490122,Unreliable
1112,Montana,2009,Male,M,23,493860,4.7
1113,Montana,2010,Female,F,10,492748,Unreliable
1114,Montana,2010,Male,M,20,496667,4.0
1115,Montana,2011,Male,M,18,501233,Unreliable
1116,Montana,2012,Male,M,15,504949,Unreliable
1117,Montana,2013,Male,M,25,509798,4.9
1118,Montana,2014,Male,M,23,514123,4.5
1119,Montana,2015,Female,F,12,513619,Unreliable
1120,Montana,2015,Male,M,26,519330,5.0
1121,Montana,2016,Female,F,19,517745,Unreliable
1122,Montana,2016,Male,M,23,524775,4.4
1123,Montana,2017,Female,F,17,521537,Unreliable
1124,Montana,2017,Male,M,25,528956,4.7
1125,Montana,2018,Female,F,21,527453,4.0
1126,Montana,2018,Male,M,21,534852,3.9
1127,Montana,2019,Female,F,15,530712,Unreliable
1128,Montana,2019,Male,M,24,538066,4.5
1129,Montana,2020,Female,F,16,536476,Unreliable
1130,Montana,2020,Male,M,49,544101,9.0
1131,Nebraska,1999,Female,F,23,865532,2.7
1132,Nebraska,1999,Male,M,38,839233,4.5
1133,Nebraska,2000,Female,F,21,867912,2.4
1134,Nebraska,2000,Male,M,43,843351,5.1
1135,Nebraska,2001,Female,F,10,871208,Unreliable
1136,Nebraska,2001,Male,M,34,848628,4.0
1137,Nebraska,2002,Female,F,19,874803,Unreliable
1138,Nebraska,2002,Male,M,31,853489,3.6
1139,Nebraska,2003,Female,F,25,879362,2.8
1140,Nebraska,2003,Male,M,38,859281,4.4
1141,Nebraska,2004,Female,F,11,883984,Unreliable
1142,Nebraska,2004,Male,M,28,865386,3.2
1143,Nebraska,2005,Male,M,38,872029,4.4
1144,Nebraska,2006,Female,F,13,894687,Unreliable
1145,Nebraska,2006,Male,M,42,878006,4.8
1146,Nebraska,2007,Female,F,23,900106,2.6
1147,Nebraska,2007,Male,M,48,883334,5.4
1148,Nebraska,2008,Female,F,24,905814,2.6
1149,Nebraska,2008,Male,M,54,890564,6.1
1150,Nebraska,2009,Female,F,11,913619,Unreliable
1151,Nebraska,2009,Male,M,37,899064,4.1
1152,Nebraska,2010,Female,F,18,920045,Unreliable
1153,Nebraska,2010,Male,M,42,906296,4.6
1154,Nebraska,2011,Female,F,20,927392,2.2
1155,Nebraska,2011,Male,M,47,915249,5.1
1156,Nebraska,2012,Female,F,11,933223,Unreliable
1157,Nebraska,2012,Male,M,53,922302,5.7
1158,Nebraska,2013,Female,F,13,938690,Unreliable
1159,Nebraska,2013,Male,M,62,929826,6.7
1160,Nebraska,2014,Female,F,16,944640,Unreliable
1161,Nebraska,2014,Male,M,47,936863,5.0
1162,Nebraska,2015,Female,F,17,951022,Unreliable
1163,Nebraska,2015,Male,M,58,945168,6.1
1164,Nebraska,2016,Female,F,18,956445,Unreliable
1165,Nebraska,2016,Male,M,42,950671,4.4
1166,Nebraska,2017,Female,F,12,961945,Unreliable
1167,Nebraska,2017,Male,M,38,958131,4.0
1168,Nebraska,2018,Female,F,10,965886,Unreliable
1169,Nebraska,2018,Male,M,25,963382,2.6
1170,Nebraska,2019,Female,F,15,967959,Unreliable
1171,Nebraska,2019,Male,M,43,966449,4.4
1172,Nebraska,2020,Female,F,16,969739,Unreliable
1173,Nebraska,2020,Male,M,60,967813,6.2
1174,Nevada,1999,Female,F,50,949422,5.3
1175,Nevada,1999,Male,M,117,985297,11.9
1176,Nevada,2000,Female,F,24,980206,2.4
1177,Nevada,2000,Male,M,110,1018051,10.8
1178,Nevada,2001,Female,F,42,1030850,4.1
1179,Nevada,2001,Male,M,133,1067549,12.5
1180,Nevada,2002,Female,F,43,1069764,4.0
1181,Nevada,2002,Male,M,132,1104027,12.0
1182,Nevada,2003,Female,F,53,1108135,4.8
1183,Nevada,2003,Male,M,130,1140715,11.4
1184,Nevada,2004,Female,F,36,1156586,3.1
1185,Nevada,2004,Male,M,150,1189636,12.6
1186,Nevada,2005,Female,F,44,1198846,3.7
1187,Nevada,2005,Male,M,146,1233297,11.8
1188,Nevada,2006,Female,F,53,1243993,4.3
1189,Nevada,2006,Male,M,166,1278665,13.0
1190,Nevada,2007,Female,F,42,1284052,3.3
1191,Nevada,2007,Male,M,146,1317020,11.1
1192,Nevada,2008,Female,F,45,1310601,3.4
1193,Nevada,2008,Male,M,116,1343029,8.6
1194,Nevada,2009,Female,F,38,1327618,2.9
1195,Nevada,2009,Male,M,115,1357047,8.5
1196,Nevada,2010,Female,F,50,1336935,3.7
1197,Nevada,2010,Male,M,114,1363616,8.4
1198,Nevada,2011,Female,F,33,1348764,2.4
1199,Nevada,2011,Male,M,97,1374558,7.1
1200,Nevada,2012,Female,F,37,1367724,2.7
1201,Nevada,2012,Male,M,86,1391207,6.2
1202,Nevada,2013,Female,F,38,1384702,2.7
1203,Nevada,2013,Male,M,113,1405434,8.0
1204,Nevada,2014,Female,F,38,1412306,2.7
1205,Nevada,2014,Male,M,138,1426793,9.7
1206,Nevada,2015,Female,F,55,1440294,3.8
1207,Nevada,2015,Male,M,136,1450551,9.4
1208,Nevada,2016,Female,F,47,1466061,3.2
1209,Nevada,2016,Male,M,164,1473997,11.1
1210,Nevada,2017,Female,F,51,1494290,3.4
1211,Nevada,2017,Male,M,170,1503749,11.3
1212,Nevada,2018,Female,F,57,1512837,3.8
1213,Nevada,2018,Male,M,168,1521555,11.0
1214,Nevada,2019,Female,F,43,1535329,2.8
1215,Nevada,2019,Male,M,123,1544827,8.0
1216,Nevada,2020,Female,F,47,1565619,3.0
1217,Nevada,2020,Male,M,170,1572640,10.8
1218,New Hampshire,1999,Female,F,10,621410,Unreliable
1219,New Hampshire,1999,Male,M,11,600605,Unreliable
1220,New Hampshire,2000,Male,M,10,607687,Unreliable
1221,New Hampshire,2001,Female,F,10,637412,Unreliable
1222,New Hampshire,2001,Male,M,18,618105,Unreliable
1223,New Hampshire,2003,Male,M,14,631327,Unreliable
1224,New Hampshire,2004,Female,F,12,653845,Unreliable
1225,New Hampshire,2004,Male,M,11,636276,Unreliable
1226,New Hampshire,2005,Male,M,10,640560,Unreliable
1227,New Hampshire,2006,Male,M,14,645616,Unreliable
1228,New Hampshire,2008,Male,M,17,649330,Unreliable
1229,New Hampshire,2010,Female,F,10,667076,Unreliable
1230,New Hampshire,2011,Male,M,16,650853,Unreliable
1231,New Hampshire,2012,Male,M,12,652237,Unreliable
1232,New Hampshire,2013,Male,M,15,653713,Unreliable
1233,New Hampshire,2015,Male,M,11,657656,Unreliable
1234,New Hampshire,2016,Male,M,13,660860,Unreliable
1235,New Hampshire,2017,Male,M,11,665009,Unreliable
1236,New Hampshire,2018,Male,M,13,672266,Unreliable
1237,New Hampshire,2019,Female,F,18,685918,Unreliable
1238,New Hampshire,2019,Male,M,20,673793,3.0
1239,New Hampshire,2020,Male,M,10,676994,Unreliable
1240,New Jersey,1999,Female,F,84,4304272,2.0
1241,New Jersey,1999,Male,M,214,4055321,5.3
1242,New Jersey,2000,Female,F,58,4331537,1.3
1243,New Jersey,2000,Male,M,262,4082813,6.4
1244,New Jersey,2001,Female,F,211,4369932,4.8
1245,New Jersey,2001,Male,M,840,4122739,20.4
1246,New Jersey,2002,Female,F,79,4398801,1.8
1247,New Jersey,2002,Male,M,254,4153842,6.1
1248,New Jersey,2003,Female,F,93,4421964,2.1
1249,New Jersey,2003,Male,M,330,4179438,7.9
1250,New Jersey,2004,Female,F,76,4436964,1.7
1251,New Jersey,2004,Male,M,329,4197597,7.8
1252,New Jersey,2005,Female,F,74,4443545,1.7
1253,New Jersey,2005,Male,M,353,4208429,8.4
1254,New Jersey,2006,Female,F,77,4448099,1.7
1255,New Jersey,2006,Male,M,372,4213580,8.8
1256,New Jersey,2007,Female,F,74,4455148,1.7
1257,New Jersey,2007,Male,M,329,4222737,7.8
1258,New Jersey,2008,Female,F,75,4469901,1.7
1259,New Jersey,2008,Male,M,302,4241189,7.1
1260,New Jersey,2009,Female,F,61,4493506,1.4
1261,New Jersey,2009,Male,M,267,4262096,6.3
1262,New Jersey,2010,Female,F,65,4512294,1.4
1263,New Jersey,2010,Male,M,323,4279600,7.5
1264,New Jersey,2011,Female,F,71,4520963,1.6
1265,New Jersey,2011,Male,M,342,4300192,8.0
1266,New Jersey,2012,Female,F,67,4540905,1.5
1267,New Jersey,2012,Male,M,338,4323685,7.8
1268,New Jersey,2013,Female,F,71,4555374,1.6
1269,New Jersey,2013,Male,M,348,4343965,8.0
1270,New Jersey,2014,Female,F,70,4576223,1.5
1271,New Jersey,2014,Male,M,302,4361952,6.9
1272,New Jersey,2015,Female,F,54,4585897,1.2
1273,New Jersey,2015,Male,M,334,4372116,7.6
1274,New Jersey,2016,Female,F,73,4576725,1.6
